data,semanaEpi,estado,casosAcumulados,obitosAcumulados,recuperados,pop,casosAbertos,casosNovos,obitosNovos
2020-05-01,18,PR,1447,89,NA,11433957,NA,40,6
2020-05-01,18,SC,2104,48,NA,7164788,NA,19,2
2020-05-01,18,RS,1529,58,NA,11377239,NA,63,7
2020-05-02,18,MS,266,9,NA,2778986,NA,5,0
2020-05-02,18,MT,331,12,NA,3484466,NA,11,1
2020-05-02,18,GO,825,30,NA,7018354,NA,17,1
2020-05-02,18,DF,1566,31,NA,3015268,NA,100,1
2020-05-02,18,MA,3805,224,NA,7075181,NA,299,20
2020-05-02,18,PI,665,26,NA,3273227,NA,65,2
2020-05-02,18,CE,8231,614,NA,9132078,NA,352,109
2020-05-02,18,RN,1366,59,NA,3506853,NA,69,3
2020-05-02,18,PB,1034,74,NA,4018127,NA,108,7
2020-05-02,18,PE,8145,628,NA,9557071,NA,811,25
2020-05-02,18,AL,1372,58,NA,3337357,NA,146,5
2020-05-02,18,SE,601,14,NA,2298696,NA,84,0
2020-05-02,18,BA,3267,123,NA,14873064,NA,182,6
2020-05-02,18,RO,653,23,NA,1777225,NA,68,5
2020-05-02,18,AC,553,21,NA,881935,NA,67,2
2020-05-02,18,AM,6062,501,NA,4144597,NA,339,25
2020-05-02,18,RR,668,9,NA,605761,NA,66,1
2020-05-02,18,PA,3460,273,NA,8602865,NA,284,38
2020-05-02,18,AP,1187,40,NA,845731,NA,66,3
2020-05-02,18,TO,191,4,NA,1572866,NA,27,1
2020-05-02,18,MG,2023,88,NA,21168791,NA,88,0
2020-05-02,18,ES,2948,102,NA,4018650,NA,286,6
2020-05-02,18,RJ,10546,971,NA,17264943,NA,380,50
2020-05-02,18,SP,31174,2586,NA,45919049,NA,800,75
2020-05-02,18,PR,1492,90,NA,11433957,NA,45,1
2020-05-02,18,SC,2346,52,NA,7164788,NA,242,4
2020-05-02,18,RS,1619,62,NA,11377239,NA,90,4
2020-05-03,19,MS,272,10,NA,2778986,NA,6,1
2020-05-03,19,MT,337,12,NA,3484466,NA,6,0
2020-05-03,19,GO,850,30,NA,7018354,NA,25,0
2020-05-03,19,DF,1649,33,NA,3015268,NA,83,2
2020-05-03,19,MA,4040,237,NA,7075181,NA,235,13
2020-05-03,19,PI,742,28,NA,3273227,NA,77,2
2020-05-03,19,CE,8370,663,NA,9132078,NA,139,49
2020-05-03,19,RN,1392,61,NA,3506853,NA,26,2
2020-05-03,19,PB,1169,76,NA,4018127,NA,135,2
2020-05-03,19,PE,8643,652,NA,9557071,NA,498,24
2020-05-03,19,AL,1441,64,NA,3337357,NA,69,6
2020-05-03,19,SE,730,14,NA,2298696,NA,129,0
2020-05-03,19,BA,3495,123,NA,14873064,NA,228,0
2020-05-03,19,RO,705,24,NA,1777225,NA,52,1
2020-05-03,19,AC,657,24,NA,881935,NA,104,3
2020-05-03,19,AM,6683,548,NA,4144597,NA,621,47
2020-05-03,19,RR,740,11,NA,605761,NA,72,2
2020-05-03,19,PA,3863,309,NA,8602865,NA,403,36
2020-05-03,19,AP,1482,43,NA,845731,NA,295,3
2020-05-03,19,TO,246,4,NA,1572866,NA,55,0
2020-05-03,19,MG,2118,89,NA,21168791,NA,95,1
2020-05-03,19,ES,3086,114,NA,4018650,NA,138,12
2020-05-03,19,RJ,11139,1019,NA,17264943,NA,593,48
2020-05-03,19,SP,31772,2627,NA,45919049,NA,598,41
2020-05-03,19,PR,1514,93,NA,11433957,NA,22,3
2020-05-03,19,SC,2346,52,NA,7164788,NA,0,0
2020-05-03,19,RS,1666,65,NA,11377239,NA,47,3
2020-05-04,19,MS,274,10,NA,2778986,NA,2,0
2020-05-04,19,MT,344,13,NA,3484466,NA,7,1
2020-05-04,19,GO,861,30,NA,7018354,NA,11,0
2020-05-04,19,DF,1768,33,NA,3015268,NA,119,0
2020-05-04,19,MA,4227,249,NA,7075181,NA,187,12
2020-05-04,19,PI,784,28,NA,3273227,NA,42,0
2020-05-04,19,CE,11040,712,NA,9132078,NA,2670,49
2020-05-04,19,RN,1421,62,NA,3506853,NA,29,1
2020-05-04,19,PB,1219,79,NA,4018127,NA,50,3
2020-05-04,19,PE,8863,691,NA,9557071,NA,220,39
2020-05-04,19,AL,1538,72,NA,3337357,NA,97,8
2020-05-04,19,SE,772,17,NA,2298696,NA,42,3
2020-05-04,19,BA,3734,141,NA,14873064,NA,239,18
2020-05-04,19,RO,756,25,NA,1777225,NA,51,1
2020-05-04,19,AC,733,28,NA,881935,NA,76,4
2020-05-04,19,AM,7242,584,NA,4144597,NA,559,36
2020-05-04,19,RR,806,11,NA,605761,NA,66,0
2020-05-04,19,PA,4125,330,NA,8602865,NA,262,21
2020-05-04,19,AP,1733,49,NA,845731,NA,251,6
2020-05-04,19,TO,267,6,NA,1572866,NA,21,2
2020-05-04,19,MG,2347,90,NA,21168791,NA,229,1
2020-05-04,19,ES,3226,122,NA,4018650,NA,140,8
2020-05-04,19,RJ,11721,1065,NA,17264943,NA,582,46
2020-05-04,19,SP,32187,2654,NA,45919049,NA,415,27
2020-05-04,19,PR,1562,94,NA,11433957,NA,48,1
2020-05-04,19,SC,2519,52,NA,7164788,NA,173,0
2020-05-04,19,RS,1711,74,NA,11377239,NA,45,9
2020-05-05,19,MS,283,10,NA,2778986,NA,9,0
2020-05-05,19,MT,365,13,NA,3484466,NA,21,0
2020-05-05,19,GO,922,38,NA,7018354,NA,61,8
2020-05-05,19,DF,1818,33,NA,3015268,NA,50,0
2020-05-05,19,MA,4530,271,NA,7075181,NA,303,22
2020-05-05,19,PI,875,29,NA,3273227,NA,91,1
2020-05-05,19,CE,11470,795,NA,9132078,NA,430,83
2020-05-05,19,RN,1536,68,NA,3506853,NA,115,6
2020-05-05,19,PB,1361,85,NA,4018127,NA,142,6
2020-05-05,19,PE,9325,749,NA,9557071,NA,462,58
2020-05-05,19,AL,1606,80,NA,3337357,NA,68,8
2020-05-05,19,SE,898,21,NA,2298696,NA,126,4
2020-05-05,19,BA,4040,146,NA,14873064,NA,306,5
2020-05-05,19,RO,861,29,NA,1777225,NA,105,4
2020-05-05,19,AC,817,29,NA,881935,NA,84,1
2020-05-05,19,AM,8109,649,NA,4144597,NA,867,65
2020-05-05,19,RR,869,11,NA,605761,NA,63,0
2020-05-05,19,PA,4472,369,NA,8602865,NA,347,39
2020-05-05,19,AP,1931,55,NA,845731,NA,198,6
2020-05-05,19,TO,303,7,NA,1572866,NA,36,1
2020-05-05,19,MG,2452,94,NA,21168791,NA,105,4
2020-05-05,19,ES,3402,133,NA,4018650,NA,176,11
2020-05-05,19,RJ,12391,1123,NA,17264943,NA,670,58
2020-05-05,19,SP,34053,2851,NA,45919049,NA,1866,197
2020-05-05,19,PR,1588,99,NA,11433957,NA,26,5
2020-05-05,19,SC,2623,55,NA,7164788,NA,104,3
2020-05-05,19,RS,1815,79,NA,11377239,NA,104,5
2020-05-06,19,MS,288,10,NA,2778986,NA,5,0
2020-05-06,19,MT,379,13,NA,3484466,NA,14,0
2020-05-06,19,GO,1024,44,NA,7018354,NA,102,6
2020-05-06,19,DF,1906,34,NA,3015268,NA,88,1
2020-05-06,19,MA,5028,291,NA,7075181,NA,498,20
2020-05-06,19,PI,949,30,NA,3273227,NA,74,1
2020-05-06,19,CE,12304,848,NA,9132078,NA,834,53
2020-05-06,19,RN,1574,72,NA,3506853,NA,38,4
2020-05-06,19,PB,1493,92,NA,4018127,NA,132,7
2020-05-06,19,PE,9881,803,NA,9557071,NA,556,54
2020-05-06,19,AL,1703,89,NA,3337357,NA,97,9
2020-05-06,19,SE,998,23,NA,2298696,NA,100,2
2020-05-06,19,BA,4301,160,NA,14873064,NA,261,14
2020-05-06,19,RO,943,33,NA,1777225,NA,82,4
2020-05-06,19,AC,943,33,NA,881935,NA,126,4
2020-05-06,19,AM,9243,751,NA,4144597,NA,1134,102
2020-05-06,19,RR,932,13,NA,605761,NA,63,2
2020-05-06,19,PA,5017,392,NA,8602865,NA,545,23
2020-05-06,19,AP,2046,56,NA,845731,NA,115,1
2020-05-06,19,TO,351,9,NA,1572866,NA,48,2
2020-05-06,19,MG,2605,97,NA,21168791,NA,153,3
2020-05-06,19,ES,3568,145,NA,4018650,NA,166,12
2020-05-06,19,RJ,13295,1205,NA,17264943,NA,904,82
2020-05-06,19,SP,37853,3045,NA,45919049,NA,3800,194
2020-05-06,19,PR,1627,101,NA,11433957,NA,39,2
2020-05-06,19,SC,2917,59,NA,7164788,NA,294,4
2020-05-06,19,RS,2050,87,NA,11377239,NA,235,8
2020-05-07,19,MS,311,10,NA,2778986,NA,23,0
2020-05-07,19,MT,417,13,NA,3484466,NA,38,0
2020-05-07,19,GO,1027,44,NA,7018354,NA,3,0
2020-05-07,19,DF,2258,35,NA,3015268,NA,352,1
2020-05-07,19,MA,5389,305,NA,7075181,NA,361,14
2020-05-07,19,PI,1051,35,NA,3273227,NA,102,5
2020-05-07,19,CE,13888,903,NA,9132078,NA,1584,55
2020-05-07,19,RN,1739,76,NA,3506853,NA,165,4
2020-05-07,19,PB,1657,101,NA,4018127,NA,164,9
2020-05-07,19,PE,10824,845,NA,9557071,NA,943,42
2020-05-07,19,AL,1867,98,NA,3337357,NA,164,9
2020-05-07,19,SE,1214,25,NA,2298696,NA,216,2
2020-05-07,19,BA,4528,165,NA,14873064,NA,227,5
2020-05-07,19,RO,1098,37,NA,1777225,NA,155,4
2020-05-07,19,AC,1014,36,NA,881935,NA,71,3
2020-05-07,19,AM,10099,806,NA,4144597,NA,856,55
2020-05-07,19,RR,1020,14,NA,605761,NA,88,1
2020-05-07,19,PA,5524,410,NA,8602865,NA,507,18
2020-05-07,19,AP,2199,61,NA,845731,NA,153,5
2020-05-07,19,TO,423,9,NA,1572866,NA,72,0
2020-05-07,19,MG,2770,106,NA,21168791,NA,165,9
2020-05-07,19,ES,3838,155,NA,4018650,NA,270,10
2020-05-07,19,RJ,14156,1394,NA,17264943,NA,861,189
2020-05-07,19,SP,39928,3206,NA,45919049,NA,2075,161
2020-05-07,19,PR,1656,104,NA,11433957,NA,29,3
2020-05-07,19,SC,3082,63,NA,7164788,NA,165,4
2020-05-07,19,RS,2129,90,NA,11377239,NA,79,3
2020-05-08,19,MS,326,11,NA,2778986,NA,15,1
2020-05-08,19,MT,457,14,NA,3484466,NA,40,1
2020-05-08,19,GO,1053,49,NA,7018354,NA,26,5
2020-05-08,19,DF,2442,37,NA,3015268,NA,184,2
2020-05-08,19,MA,5909,330,NA,7075181,NA,520,25
2020-05-08,19,PI,1131,37,NA,3273227,NA,80,2
2020-05-08,19,CE,14956,966,NA,9132078,NA,1068,63
2020-05-08,19,RN,1821,81,NA,3506853,NA,82,5
2020-05-08,19,PB,2031,114,NA,4018127,NA,374,13
2020-05-08,19,PE,11587,927,NA,9557071,NA,763,82
2020-05-08,19,AL,2033,108,NA,3337357,NA,166,10
2020-05-08,19,SE,1438,28,NA,2298696,NA,224,3
2020-05-08,19,BA,4818,183,NA,14873064,NA,290,18
2020-05-08,19,RO,1222,39,NA,1777225,NA,124,2
2020-05-08,19,AC,1177,38,NA,881935,NA,163,2
2020-05-08,19,AM,10727,874,NA,4144597,NA,628,68
2020-05-08,19,RR,1124,16,NA,605761,NA,104,2
2020-05-08,19,PA,6141,515,NA,8602865,NA,617,105
2020-05-08,19,AP,2322,66,NA,845731,NA,123,5
2020-05-08,19,TO,494,9,NA,1572866,NA,71,0
2020-05-08,19,MG,2943,111,NA,21168791,NA,173,5
2020-05-08,19,ES,4242,165,NA,4018650,NA,404,10
2020-05-08,19,RJ,15741,1503,NA,17264943,NA,1585,109
2020-05-08,19,SP,41830,3416,NA,45919049,NA,1902,210
2020-05-08,19,PR,1711,106,NA,11433957,NA,55,2
2020-05-08,19,SC,3205,63,NA,7164788,NA,123,0
2020-05-08,19,RS,2447,91,NA,11377239,NA,318,1
2020-05-09,19,MS,346,11,NA,2778986,NA,20,0
2020-05-09,19,MT,502,16,NA,3484466,NA,45,2
2020-05-09,19,GO,1069,47,NA,7018354,NA,16,-2
2020-05-09,19,DF,2576,39,NA,3015268,NA,134,2
2020-05-09,19,MA,6765,355,NA,7075181,NA,856,25
2020-05-09,19,PI,1233,38,NA,3273227,NA,102,1
2020-05-09,19,CE,15879,1062,NA,9132078,NA,923,96
2020-05-09,19,RN,1919,87,NA,3506853,NA,98,6
2020-05-09,19,PB,2156,124,NA,4018127,NA,125,10
2020-05-09,19,PE,12470,972,NA,9557071,NA,883,45
2020-05-09,19,AL,2172,114,NA,3337357,NA,139,6
2020-05-09,19,SE,1588,33,NA,2298696,NA,150,5
2020-05-09,19,BA,5174,196,NA,14873064,NA,356,13
2020-05-09,19,RO,1263,41,NA,1777225,NA,41,2
2020-05-09,19,AC,1335,39,NA,881935,NA,158,1
2020-05-09,19,AM,11925,962,NA,4144597,NA,1198,88
2020-05-09,19,RR,1202,18,NA,605761,NA,78,2
2020-05-09,19,PA,6775,578,NA,8602865,NA,634,63
2020-05-09,19,AP,2493,69,NA,845731,NA,171,3
2020-05-09,19,TO,572,9,NA,1572866,NA,78,0
2020-05-09,19,MG,3123,118,NA,21168791,NA,180,7
2020-05-09,19,ES,4412,172,NA,4018650,NA,170,7
2020-05-09,19,RJ,16929,1653,NA,17264943,NA,1188,150
2020-05-09,19,SP,44411,3608,NA,45919049,NA,2581,192
2020-05-09,19,PR,1785,107,NA,11433957,NA,74,1
2020-05-09,19,SC,3372,64,NA,7164788,NA,167,1
2020-05-09,19,RS,2493,95,NA,11377239,NA,46,4
2020-05-10,20,MS,362,11,NA,2778986,NA,16,0
2020-05-10,20,MT,519,18,NA,3484466,NA,17,2
2020-05-10,20,GO,1093,47,NA,7018354,NA,24,0
2020-05-10,20,DF,2682,42,NA,3015268,NA,106,3
2020-05-10,20,MA,7599,379,NA,7075181,NA,834,24
2020-05-10,20,PI,1278,42,NA,3273227,NA,45,4
2020-05-10,20,CE,16692,1114,NA,9132078,NA,813,52
2020-05-10,20,RN,1928,88,NA,3506853,NA,9,1
2020-05-10,20,PB,2341,135,NA,4018127,NA,185,11
2020-05-10,20,PE,13275,1047,NA,9557071,NA,805,75
2020-05-10,20,AL,2258,126,NA,3337357,NA,86,12
2020-05-10,20,SE,1771,34,NA,2298696,NA,183,1
2020-05-10,20,BA,5558,202,NA,14873064,NA,384,6
2020-05-10,20,RO,1302,43,NA,1777225,NA,39,2
2020-05-10,20,AC,1447,41,NA,881935,NA,112,2
2020-05-10,20,AM,12599,1004,NA,4144597,NA,674,42
2020-05-10,20,RR,1290,21,NA,605761,NA,88,3
2020-05-10,20,PA,7256,652,NA,8602865,NA,481,74
2020-05-10,20,AP,2613,72,NA,845731,NA,120,3
2020-05-10,20,TO,688,11,NA,1572866,NA,116,2
2020-05-10,20,MG,3237,119,NA,21168791,NA,114,1
2020-05-10,20,ES,4599,181,NA,4018650,NA,187,9
2020-05-10,20,RJ,17062,1714,NA,17264943,NA,133,61
2020-05-10,20,SP,45444,3709,NA,45919049,NA,1033,101
2020-05-10,20,PR,1835,109,NA,11433957,NA,50,2
2020-05-10,20,SC,3429,65,NA,7164788,NA,57,1
2020-05-10,20,RS,2542,97,NA,11377239,NA,49,2
2020-05-11,20,MS,385,11,NA,2778986,NA,23,0
2020-05-11,20,MT,541,19,NA,3484466,NA,22,1
2020-05-11,20,GO,1100,49,NA,7018354,NA,7,2
2020-05-11,20,DF,2783,44,NA,3015268,NA,101,2
2020-05-11,20,MA,8144,399,NA,7075181,NA,545,20
2020-05-11,20,PI,1332,45,NA,3273227,NA,54,3
2020-05-11,20,CE,17599,1189,NA,9132078,NA,907,75
2020-05-11,20,RN,1989,92,NA,3506853,NA,61,4
2020-05-11,20,PB,2525,139,NA,4018127,NA,184,4
2020-05-11,20,PE,13768,1087,NA,9557071,NA,493,40
2020-05-11,20,AL,2343,138,NA,3337357,NA,85,12
2020-05-11,20,SE,1800,37,NA,2298696,NA,29,3
2020-05-11,20,BA,5808,211,NA,14873064,NA,250,9
2020-05-11,20,RO,1396,47,NA,1777225,NA,94,4
2020-05-11,20,AC,1460,45,NA,881935,NA,13,4
2020-05-11,20,AM,12919,1035,NA,4144597,NA,320,31
2020-05-11,20,RR,1295,24,NA,605761,NA,5,3
2020-05-11,20,PA,7563,708,NA,8602865,NA,307,56
2020-05-11,20,AP,2671,73,NA,845731,NA,58,1
2020-05-11,20,TO,747,12,NA,1572866,NA,59,1
2020-05-11,20,MG,3320,121,NA,21168791,NA,83,2
2020-05-11,20,ES,4819,196,NA,4018650,NA,220,15
2020-05-11,20,RJ,17939,1770,NA,17264943,NA,877,56
2020-05-11,20,SP,46131,3743,NA,45919049,NA,687,34
2020-05-11,20,PR,1849,111,NA,11433957,NA,14,2
2020-05-11,20,SC,3529,69,NA,7164788,NA,100,4
2020-05-11,20,RS,2576,105,NA,11377239,NA,34,8
2020-05-12,20,MS,405,12,NA,2778986,NA,20,1
2020-05-12,20,MT,591,19,NA,3484466,NA,50,0
2020-05-12,20,GO,1115,52,NA,7018354,NA,15,3
2020-05-12,20,DF,2979,46,NA,3015268,NA,196,2
2020-05-12,20,MA,8526,423,NA,7075181,NA,382,24
2020-05-12,20,PI,1443,49,NA,3273227,NA,111,4
2020-05-12,20,CE,18412,1280,NA,9132078,NA,813,91
2020-05-12,20,RN,2033,93,NA,3506853,NA,44,1
2020-05-12,20,PB,2777,154,NA,4018127,NA,252,15
2020-05-12,20,PE,14309,1157,NA,9557071,NA,541,70
2020-05-12,20,AL,2580,150,NA,3337357,NA,237,12
2020-05-12,20,SE,2032,37,NA,2298696,NA,232,0
2020-05-12,20,BA,6204,225,NA,14873064,NA,396,14
2020-05-12,20,RO,1460,50,NA,1777225,NA,64,3
2020-05-12,20,AC,1590,51,NA,881935,NA,130,6
2020-05-12,20,AM,14168,1098,NA,4144597,NA,1249,63
2020-05-12,20,RR,1328,27,NA,605761,NA,33,3
2020-05-12,20,PA,8616,864,NA,8602865,NA,1053,156
2020-05-12,20,AP,2910,86,NA,845731,NA,239,13
2020-05-12,20,TO,828,14,NA,1572866,NA,81,2
2020-05-12,20,MG,3435,127,NA,21168791,NA,115,6
2020-05-12,20,ES,5087,212,NA,4018650,NA,268,16
2020-05-12,20,RJ,18486,1928,NA,17264943,NA,547,158
2020-05-12,20,SP,47719,3949,NA,45919049,NA,1588,206
2020-05-12,20,PR,1906,113,NA,11433957,NA,57,2
2020-05-12,20,SC,3733,73,NA,7164788,NA,204,4
2020-05-12,20,RS,2917,111,NA,11377239,NA,341,6
2020-05-13,20,MS,430,13,NA,2778986,NA,25,1
2020-05-13,20,MT,661,20,NA,3484466,NA,70,1
2020-05-13,20,GO,1134,61,NA,7018354,NA,19,9
2020-05-13,20,DF,3192,48,NA,3015268,NA,213,2
2020-05-13,20,MA,9112,444,NA,7075181,NA,586,21
2020-05-13,20,PI,1612,57,NA,3273227,NA,169,8
2020-05-13,20,CE,19156,1389,NA,9132078,NA,744,109
2020-05-13,20,RN,2367,105,NA,3506853,NA,334,12
2020-05-13,20,PB,3045,157,NA,4018127,NA,268,3
2020-05-13,20,PE,14901,1224,NA,9557071,NA,592,67
2020-05-13,20,AL,2761,164,NA,3337357,NA,181,14
2020-05-13,20,SE,2268,42,NA,2298696,NA,236,5
2020-05-13,20,BA,6547,236,NA,14873064,NA,343,11
2020-05-13,20,RO,1612,50,NA,1777225,NA,152,0
2020-05-13,20,AC,1694,52,NA,881935,NA,104,1
2020-05-13,20,AM,15816,1160,NA,4144597,NA,1648,62
2020-05-13,20,RR,1411,29,NA,605761,NA,83,2
2020-05-13,20,PA,9618,946,NA,8602865,NA,1002,82
2020-05-13,20,AP,3005,94,NA,845731,NA,95,8
2020-05-13,20,TO,932,21,NA,1572866,NA,104,7
2020-05-13,20,MG,3733,135,NA,21168791,NA,298,8
2020-05-13,20,ES,5401,233,NA,4018650,NA,314,21
2020-05-13,20,RJ,18728,2050,NA,17264943,NA,242,122
2020-05-13,20,SP,51097,4118,NA,45919049,NA,3378,169
2020-05-13,20,PR,1996,117,NA,11433957,NA,90,4
2020-05-13,20,SC,3828,73,NA,7164788,NA,95,0
2020-05-13,20,RS,2917,111,NA,11377239,NA,0,0
2020-05-14,20,MS,452,14,NA,2778986,NA,22,1
2020-05-14,20,MT,719,23,NA,3484466,NA,58,3
2020-05-14,20,GO,1423,64,NA,7018354,NA,289,3
2020-05-14,20,DF,3416,51,NA,3015268,NA,224,3
2020-05-14,20,MA,9801,470,NA,7075181,NA,689,26
2020-05-14,20,PI,1784,60,NA,3273227,NA,172,3
2020-05-14,20,CE,21077,1413,NA,9132078,NA,1921,24
2020-05-14,20,RN,2537,117,NA,3506853,NA,170,12
2020-05-14,20,PB,3361,160,NA,4018127,NA,316,3
2020-05-14,20,PE,15588,1298,NA,9557071,NA,687,74
2020-05-14,20,AL,2972,177,NA,3337357,NA,211,13
2020-05-14,20,SE,2494,47,NA,2298696,NA,226,5
2020-05-14,20,BA,6955,262,NA,14873064,NA,408,26
2020-05-14,20,RO,1686,56,NA,1777225,NA,74,6
2020-05-14,20,AC,1740,55,NA,881935,NA,46,3
2020-05-14,20,AM,17181,1235,NA,4144597,NA,1365,75
2020-05-14,20,RR,1500,37,NA,605761,NA,89,8
2020-05-14,20,PA,10867,1063,NA,8602865,NA,1249,117
2020-05-14,20,AP,3428,101,NA,845731,NA,423,7
2020-05-14,20,TO,1029,23,NA,1572866,NA,97,2
2020-05-14,20,MG,3950,139,NA,21168791,NA,217,4
2020-05-14,20,ES,5813,249,NA,4018650,NA,412,16
2020-05-14,20,RJ,19467,2247,NA,17264943,NA,739,197
2020-05-14,20,SP,54286,4315,NA,45919049,NA,3189,197
2020-05-14,20,PR,2063,119,NA,11433957,NA,67,2
2020-05-14,20,SC,4332,78,NA,7164788,NA,504,5
2020-05-14,20,RS,2997,120,NA,11377239,NA,80,9
2020-05-15,20,MS,479,14,NA,2778986,NA,27,0
2020-05-15,20,MT,779,26,NA,3484466,NA,60,3
2020-05-15,20,GO,1572,67,NA,7018354,NA,149,3
2020-05-15,20,DF,3787,55,NA,3015268,NA,371,4
2020-05-15,20,MA,10739,496,NA,7075181,NA,938,26
2020-05-15,20,PI,1905,60,NA,3273227,NA,121,0
2020-05-15,20,CE,22490,1476,NA,9132078,NA,1413,63
2020-05-15,20,RN,2786,122,NA,3506853,NA,249,5
2020-05-15,20,PB,3739,170,NA,4018127,NA,378,10
2020-05-15,20,PE,16209,1381,NA,9557071,NA,621,83
2020-05-15,20,AL,3212,187,NA,3337357,NA,240,10
2020-05-15,20,SE,2868,50,NA,2298696,NA,374,3
2020-05-15,20,BA,8128,281,NA,14873064,NA,1173,19
2020-05-15,20,RO,1789,62,NA,1777225,NA,103,6
2020-05-15,20,AC,1785,57,NA,881935,NA,45,2
2020-05-15,20,AM,18392,1331,NA,4144597,NA,1211,96
2020-05-15,20,RR,1589,40,NA,605761,NA,89,3
2020-05-15,20,PA,12109,1145,NA,8602865,NA,1242,82
2020-05-15,20,AP,3630,103,NA,845731,NA,202,2
2020-05-15,20,TO,1179,24,NA,1572866,NA,150,1
2020-05-15,20,MG,4196,146,NA,21168791,NA,246,7
2020-05-15,20,ES,6198,260,NA,4018650,NA,385,11
2020-05-15,20,RJ,19987,2438,NA,17264943,NA,520,191
2020-05-15,20,SP,58378,4501,NA,45919049,NA,4092,186
2020-05-15,20,PR,2139,120,NA,11433957,NA,76,1
2020-05-15,20,SC,4562,79,NA,7164788,NA,230,1
2020-05-15,20,RS,3597,126,NA,11377239,NA,600,6
2020-05-16,20,MS,508,15,NA,2778986,NA,29,1
2020-05-16,20,MT,851,27,NA,3484466,NA,72,1
2020-05-16,20,GO,1640,69,NA,7018354,NA,68,2
2020-05-16,20,DF,4140,56,NA,3015268,NA,353,1
2020-05-16,20,MA,11592,524,NA,7075181,NA,853,28
2020-05-16,20,PI,2085,65,NA,3273227,NA,180,5
2020-05-16,20,CE,23795,1614,NA,9132078,NA,1305,138
2020-05-16,20,RN,3004,136,NA,3506853,NA,218,14
2020-05-16,20,PB,4063,183,NA,4018127,NA,324,13
2020-05-16,20,PE,18488,1461,NA,9557071,NA,2279,80
2020-05-16,20,AL,3593,199,NA,3337357,NA,381,12
2020-05-16,20,SE,3135,53,NA,2298696,NA,267,3
2020-05-16,20,BA,8314,286,NA,14873064,NA,186,5
2020-05-16,20,RO,1919,69,NA,1777225,NA,130,7
2020-05-16,20,AC,1867,59,NA,881935,NA,82,2
2020-05-16,20,AM,19677,1375,NA,4144597,NA,1285,44
2020-05-16,20,RR,1706,49,NA,605761,NA,117,9
2020-05-16,20,PA,13184,1199,NA,8602865,NA,1075,54
2020-05-16,20,AP,3834,108,NA,845731,NA,204,5
2020-05-16,20,TO,1279,27,NA,1572866,NA,100,3
2020-05-16,20,MG,4474,150,NA,21168791,NA,278,4
2020-05-16,20,ES,6595,271,NA,4018650,NA,397,11
2020-05-16,20,RJ,21601,2614,NA,17264943,NA,1614,176
2020-05-16,20,SP,61183,4688,NA,45919049,NA,2805,187
2020-05-16,20,PR,2242,123,NA,11433957,NA,103,3
2020-05-16,20,SC,4678,81,NA,7164788,NA,116,2
2020-05-16,20,RS,3695,132,NA,11377239,NA,98,6
